,Name,link
0,Humor,https://www.amazon.com.mx//s?bbn=9575666011&rh=n%3A9298576011%2Cn%3A9575666011%2Cn%3A9575730011&dc&qid=1609292924&rnid=9575666011&ref=lp_9575666011_nr_n_13
0,Mashups,https://www.amazon.com.mx//s?bbn=9575666011&rh=n%3A9298576011%2Cn%3A9575666011%2Cn%3A9575731011&dc&qid=1609292924&rnid=9575666011&ref=lp_9575666011_nr_n_14
0,Mundial,https://www.amazon.com.mx//s?bbn=9575666011&rh=n%3A9298576011%2Cn%3A9575666011%2Cn%3A9575732011&dc&qid=1609292924&rnid=9575666011&ref=lp_9575666011_nr_n_15
0,Poesía,https://www.amazon.com.mx//s?bbn=9575666011&rh=n%3A9298576011%2Cn%3A9575666011%2Cn%3A9575752011&dc&qid=1609292924&rnid=9575666011&ref=lp_9575666011_nr_n_16
0,Teatro,https://www.amazon.com.mx//s?bbn=9575666011&rh=n%3A9298576011%2Cn%3A9575666011%2Cn%3A9575789011&dc&qid=1609292924&rnid=9575666011&ref=lp_9575666011_nr_n_17
0,Guías de Estudio y Tareas,https://www.amazon.com.mx//s?bbn=16705443011&rh=n%3A9298576011%2Cn%3A16705443011%2Cn%3A9571490011&dc&qid=1609293014&rnid=16705443011&ref=lp_16705443011_nr_n_0
0,Libros de Texto y Educativos,https://www.amazon.com.mx//s?bbn=16705443011&rh=n%3A9298576011%2Cn%3A16705443011%2Cn%3A16705444011&dc&qid=1609293014&rnid=16705443011&ref=lp_16705443011_nr_n_1
0,Preparación para Exámenes,https://www.amazon.com.mx//s?bbn=16705443011&rh=n%3A9298576011%2Cn%3A16705443011%2Cn%3A9571518011&dc&qid=1609293014&rnid=16705443011&ref=lp_16705443011_nr_n_2
0,Automotor,https://www.amazon.com.mx//s?bbn=9576190011&rh=n%3A9298576011%2Cn%3A9576190011%2Cn%3A9576191011&dc&qid=1609293031&rnid=9576190011&ref=lp_9576190011_nr_n_0
0,Ciencia Profesional,https://www.amazon.com.mx//s?bbn=9576190011&rh=n%3A9298576011%2Cn%3A9576190011%2Cn%3A9576207011&dc&qid=1609293031&rnid=9576190011&ref=lp_9576190011_nr_n_1
0,Educación,https://www.amazon.com.mx//s?bbn=9576190011&rh=n%3A9298576011%2Cn%3A9576190011%2Cn%3A9576319011&dc&qid=1609293031&rnid=9576190011&ref=lp_9576190011_nr_n_2
0,Ingeniería,https://www.amazon.com.mx//s?bbn=9576190011&rh=n%3A9298576011%2Cn%3A9576190011%2Cn%3A9576325011&dc&qid=1609293031&rnid=9576190011&ref=lp_9576190011_nr_n_3
0,Leyes,https://www.amazon.com.mx//s?bbn=9576190011&rh=n%3A9298576011%2Cn%3A9576190011%2Cn%3A9576406011&dc&qid=1609293031&rnid=9576190011&ref=lp_9576190011_nr_n_4
0,Medicina,https://www.amazon.com.mx//s?bbn=9576190011&rh=n%3A9298576011%2Cn%3A9576190011%2Cn%3A9576518011&dc&qid=1609293031&rnid=9576190011&ref=lp_9576190011_nr_n_5
0,Profesional y Finanzas,https://www.amazon.com.mx//s?bbn=9576190011&rh=n%3A9298576011%2Cn%3A9576190011%2Cn%3A9577439011&dc&qid=1609293031&rnid=9576190011&ref=lp_9576190011_nr_n_6
0,Transporte,https://www.amazon.com.mx//s?bbn=9576190011&rh=n%3A9298576011%2Cn%3A9576190011%2Cn%3A9577442011&dc&qid=1609293031&rnid=9576190011&ref=lp_9576190011_nr_n_7
0,Ciencia Ficción,https://www.amazon.com.mx//s?bbn=9569897011&rh=n%3A9298576011%2Cn%3A9569897011%2Cn%3A9569898011&dc&qid=1609293074&rnid=9569897011&ref=lp_9569897011_nr_n_0
